id,تاریخ,کد ملک,نوع ملک,نام مالک,تلفن ,آدرس,تعداد طبقات,تعداد واحد در طبقه,قیمت کل,قیمت واحد,آنالیز قیمت,طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,تجهیزات و امکانات,سن بنا,وضعیت ملک,نما,وضعیت سند,موقعیت مکانی
242,1404/07/13,10146914,آپارتمان,مخفی,,پیروزی خ نبرد شمالی,5,1,"8,100,000,000 تومان","108,000,000 تومان",نوساز,3,75,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,نوساز,مسکونی,سنگ,شخصي,شمالی
243,1404/07/13,10735831,آپارتمان,مخفی,,نارمك خ رضوان غربی,5,4,"9,500,000,000 تومان","131,944,000 تومان",19,1,72,2,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,19,مسکونی,سنگ,شخصي,شمالی
244,1404/07/12,10574669,آپارتمان,مخفی,,تهرانپارس خ استخر,5,1,"3,600,000,000 تومان","58,064,000 تومان",18,4,62,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر گاز ,18,مسکونی,سنگ,قولنامه اي,جنوبی
245,1404/07/10,10574665,آپارتمان,مخفی,,هروی حسین آباد,2,1,"15,500,000,000 تومان","137,168,000 تومان",24,2,113,2,1,MDF,ايراني فرنگي,پارکت,دارد,ندارد,دارد,ندارد,کولر گاز ,24,اجاره,سنگ,شخصي,جنوبی
246,1404/07/13,10735806,آپارتمان,مخفی,,ظفر خ افشار,4,1,"9,350,000,000 تومان","110,000,000 تومان",30,3,85,2,1,فلزي,ايراني فرنگي,سراميک,ندارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
247,1404/07/13,10736083,آپارتمان,مخفی,,چیتگر شهرك چیتگر,12,6,"11,600,000,000 تومان","91,330,000 تومان",4,1,127,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,4,مسکونی,سيمان,شخصي,شمالی
248,1404/07/12,10526749,آپارتمان,مخفی,,استقلال خ مظفری نیا,3,1,"5,000,000,000 تومان","50,000,000 تومان",12,3,100,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,12,تخلیه,سنگ,قولنامه اي,شمالی
249,1404/07/12,10735676,آپارتمان,مخفی,,پیروزی خ پرستار,4,1,"4,000,000,000 تومان","64,516,000 تومان",18,4,62,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,18,تخلیه,سنگ,شخصي,جنوبی
250,1404/07/12,10451366,آپارتمان,مخفی,,معلم خ گوهری,4,1,"3,900,000,000 تومان","78,000,000 تومان",,3,50,1,1,MDF,ايرانی,سنگ,دارد,ندارد,دارد,ندارد,کولر گاز ,23,اجاره,سنگ,شخصي,شمالی
251,1404/07/13,10736074,آپارتمان,مخفی,,گلبرگ غربی خ مدنی,5,2,"15,900,000,000 تومان","127,200,000 تومان",1,2,125,3,1,MDF,ايراني فرنگي,سنگ,ندارد,دارد,دارد,دارد,آسانسور ,1,تخلیه,سنگ,شخصي,شمالی
252,1404/07/12,10511532,آپارتمان,مخفی,,وحیدیه تسلیحات ك شفیعی,4,1,"4,000,000,000 تومان","70,175,000 تومان",14,3,57,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,ندارد,ندارد,شوفاژ کولر گاز ,14,اجاره,سنگ,شخصي,جنوبی
253,1404/07/13,10574816,آپارتمان,مخفی,,ظفر زرگنده خ عمرانی,4,1,"12,000,000,000 تومان","200,000,000 تومان",نوساز,2,60,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
254,1404/07/12,3967679,آپارتمان,مخفی,,زعفرانیه خ مقدس اردبیلی,5,2,"35,000,000,000 تومان","299,145,000 تومان",16,4,117,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,16,اجاره,سنگ,شخصي,جنوبی
255,1404/07/14,10499632,آپارتمان,مخفی,,ظفر زرگنده خ عطاری مقدم,3,1,"12,000,000,000 تومان","150,000,000 تومان",18,زیرهمكف,80,2,1,چوبي,ايراني فرنگي,پارکت,دارد,ندارد,ندارد,ندارد,شوفاژ کولر گاز ,18,تخلیه,سنگ,شخصي,شمالی
256,1404/07/13,10570996,آپارتمان,مخفی,,تهران نو خ عبدالعظیمی,6,2,"15,625,000,000 تومان","125,000,000 تومان",نوساز,4,125,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,نوساز,مسکونی,سنگ,شخصي,شرقی
257,1404/07/13,10736084,آپارتمان,مخفی,,چیتگر بلوار كوهك,21,4,"26,500,000,000 تومان","154,970,000 تومان",3,10,171,3,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,دارد,کولر آسانسور چیلر گاز ,3,مسکونی,سيمان,شخصي,شمالی
258,1404/07/13,10576459,آپارتمان,مخفی,,شهرك راه آهن میدان ساحل,21,4,"12,500,000,000 تومان","91,240,000 تومان",10,1,137,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,10,مسکونی,سيمان,شخصي,شرقی
259,1404/07/12,10575150,آپارتمان,مخفی,,مجیدیه جنوبی خ رویان,4,1,"6,500,000,000 تومان","100,000,000 تومان",13,4,65,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور پکیج ,13,مسکونی,سنگ,شخصي,شمالی
260,1404/07/13,10322370,آپارتمان,مخفی,,بلوار فردوس شرق خ حسن آباد,5,3,"13,000,000,000 تومان","180,555,000 تومان",1200,1,92,2,1,MDF,ايرانی,موکت,دارد,دارد,دارد,ندارد,شوفاژ کولر حیاط خلوت پاسیو گاز ,30,مسکونی,سنگ,,جنوبی
261,1404/07/13,10566587,آپارتمان,مخفی,,هنگام نرسیده به ك عمرانی,4,2,"5,250,000,000 تومان","87,500,000 تومان",23,4,60,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,23,مسکونی,سنگ,شخصي,شمالی
262,1404/07/14,10495427,آپارتمان,مخفی,,نیاوران خ كاشانك,4,2,"14,000,000,000 تومان","153,846,000 تومان",1,2,91,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,1,تخلیه,سنگ,شخصي,جنوبی
263,1404/07/13,10332323,آپارتمان,مخفی,,جردن نرسیده به بن بست شادی,6,2,"50,000,000,000 تومان","160,256,000 تومان",22,5,312,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,22,مسکونی,سنگ,شخصي,شمالی
264,1404/07/12,10587773,آپارتمان,مخفی,,ولیعصر میدان ولیعصر جنب سینما استقلال,4,1,"18,000,000,000 تومان","112,500,000 تومان",29,2,160,3,یك,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,29,مسکونی,سنگ,شخصي,جنوبی
265,1404/07/12,3210659,آپارتمان,مخفی,,پونك سردارجنگل شمالی خ لادن,4,1,"12,190,000,000 تومان","115,000,000 تومان",20,3,106,2,1,فلزي,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,20,مسکونی,سنگ,شخصي,جنوبی
266,1404/07/14,10571297,آپارتمان,مخفی,,گلبرگ شرقی خ دردشت,4,1,"8,400,000,000 تومان","120,000,000 تومان",10,1,70,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,10,تخلیه,سنگ,شخصي,شمالی
267,1404/07/13,10729184,آپارتمان,مخفی,,ولیعصر ك آبشار,3,1,"12,800,000,000 تومان","102,400,000 تومان",30,3,125,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,30,مسکونی,سنگ,شخصي,شمالی
268,1404/07/13,10575175,آپارتمان,مخفی,,ستارخان خ باقرخان,5,2,"12,240,000,000 تومان","180,000,000 تومان",3,2,68,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,3,تخلیه,سنگ,شخصي,جنوبی
269,1404/07/13,10355091,آپارتمان,مخفی,,پیروزی خ تاجری,5,2,"8,500,000,000 تومان","77,272,000 تومان",1,3,110,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,کولر آسانسور پکیج ,1,تخلیه,سنگ,شخصي,جنوبی
270,1404/07/13,10146201,آپارتمان,مخفی,,سعادت آباد بلوار پاكنژاد,3,2,"55,200,000,000 تومان","400,000,000 تومان",906,2,138,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر پکیج گاز ,30,اجاره,سيمان,,شمالی
271,1404/07/13,10736020,آپارتمان,مخفی,,تهرانپارس خ بهار,6,2,"11,400,000,000 تومان","114,000,000 تومان",24,6,100,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور ,24,تخلیه,آجر سه سانت,شخصي,شمالی
272,1404/07/14,10350195,آپارتمان,مخفی,,دزاشیب خ كریمی,9,3,"55,500,000,000 تومان","300,000,000 تومان",,7,185,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور چیلر ,3,تخلیه,رومي,شخصي,جنوبی
273,1404/07/13,10488672,آپارتمان,مخفی,,شهرك غرب بالاتراز چهارراه سرو,5,2,"13,000,000,000 تومان","162,500,000 تومان",22,همكف,80,2,1,MDF,ايراني فرنگي,سنگ,دارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,22,مسکونی,سنگ,شخصي,جنوبی
274,1404/07/12,10526129,آپارتمان,مخفی,,تهرانپارس بلوار پروین بین خ 133 و135,4,2,"5,000,000,000 تومان","73,529,000 تومان",24,2,68,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,24,اجاره,سنگ,شخصي,جنوبی
275,1404/07/14,10395248,آپارتمان,مخفی,,جردن نرسیده به ك قبادیان,5,4,"30,400,000,000 تومان","190,000,000 تومان",4,1,160,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,4,مسکونی,سنگ,شخصي,شمالی
276,1404/07/10,10522543,آپارتمان,مخفی,,جنت آباد مركزی روبروی بعثت,5,1,"34,200,000,000 تومان","180,000,000 تومان",1,4,190,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,1,مسکونی,سنگ,شخصي,جنوبی
277,1404/07/12,3524642,آپارتمان,مخفی,,پلیس خ سرباز,4,1,"6,000,000,000 تومان","75,000,000 تومان",9,2,80,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,کولر آسانسور پکیج گاز ,9,مسکونی,سنگ,شخصي,جنوبی
278,1404/07/14,10736114,آپارتمان,مخفی,,ولیعصر نرسیده به میدان تجریش,5,1,"52,800,000,000 تومان","240,000,000 تومان",,3,220,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور چیلر پکیج گاز ,7,تخلیه,سنگ,شخصي,شمالی
279,1404/07/14,10526717,آپارتمان,مخفی,,نارمك میدان 73,4,1,"7,650,000,000 تومان","90,000,000 تومان",22,4,85,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,22,مسکونی,سنگ,شخصي,شمالی
280,1404/07/12,10730407,آپارتمان,مخفی,,جشنواره نرسیده به خ فتاحی,7,4,"7,000,000,000 تومان","104,477,000 تومان",8,2,67,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,8,تخلیه,سنگ,شخصي,جنوبی
281,1404/07/14,10731134,آپارتمان,مخفی,,هروی میدان عقیلی,7,5,"43,750,000,000 تومان","250,000,000 تومان",12,6,175,3,یك,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,کولر آسانسور استخر پکیج سونا جکوزی گاز ,12,تخلیه,سنگ,شخصي,شمالی
282,1404/07/13,10735824,آپارتمان,مخفی,,خ دماوند ایستگاه قاسم آباد,4,1,"7,000,000,000 تومان","100,000,000 تومان",18,2,70,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,کولر گاز ,18,تخلیه,سنگ,شخصي,شمالی
283,1404/07/10,10492934,آپارتمان,مخفی,,نارمك خ 46متری غربی,3,2,"8,500,000,000 تومان","94,444,000 تومان",30,2,90,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,ندارد,کولر پکیج گاز ,30,مسکونی,سنگ,شخصي,شمالی
284,1404/07/14,10563910,آپارتمان,میرزائی,,جمالزاده جنوبی خ زرین قدم ك مهربان پ 3,5,3,"12,500,000,000 تومان","104,166,000 تومان",,3,120,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور پکیج ,5,مسکونی,سنگ,شخصي,شمالی
285,1404/07/13,10729645,آپارتمان,مخفی,,ازگل اراج خ ولیعصر,5,1,"18,300,000,000 تومان","153,780,000 تومان",20,4,119,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,20,تخلیه,سنگ,شخصي,شمالی
286,1404/07/12,10297300,آپارتمان,مخفی,,دارآباد خ افتخاری,5,2,"54,560,000,000 تومان","220,000,000 تومان",نوساز,2,248,3,1,هایگلاس,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور استخر سونا جکوزی ,نوساز,تخلیه,سنگ,شخصي,جنوبی
287,1404/07/13,10523738,آپارتمان,مخفی,,حكیمیه بلوار بهار,9,4,"4,200,000,000 تومان","60,869,000 تومان",13,5,69,1,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,13,اجاره,سيمان,دردست اقدام,شمالی
288,1404/07/13,10719052,آپارتمان,مخفی,,شهرآرا نرسیده به بیمارستان رسول اكرم,2,2,"25,000,000,000 تومان","108,695,000 تومان",30,2,230,3,1,MDF,ايرانی,سراميک,ندارد,ندارد,دارد,ندارد,کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
289,1404/07/10,10518977,آپارتمان,مخفی,,انتهای همت غرب شهرك گلستان,3,1,"52,000,000,000 تومان","185,714,000 تومان",2,2,280,3,1,چوبي,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور استخر سونا جکوزی گاز ,2,مسکونی,سنگ,شخصي,جنوبی
290,1404/07/12,10272935,آپارتمان,مخفی,,نارمك میدان 89,4,2,"4,870,000,000 تومان","91,886,000 تومان",13,2,53,1,1,MDF,فرنگی,پارکت,دارد,ندارد,دارد,ندارد,کولر پکیج ,13,مسکونی,سنگ,شخصي,جنوبی
291,1404/07/10,10699208,آپارتمان,مخفی,,ستارخان خ بهبودی,3,2,"6,800,000,000 تومان","101,492,000 تومان",30,3,67,2,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,کولر پکیج ,30,مسکونی,سنگ,شخصي,جنوبی
292,1404/07/12,3740786,آپارتمان,مخفی,,اشرفی اصفهانی سیمون بولیوار شهرك نفت,7,5,"29,000,000,000 تومان","200,000,000 تومان",نوساز,مختلف,145,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,ترکیبی,شخصي,جنوبی
293,1404/07/14,10529261,آپارتمان,مخفی,,گلبرگ شرقی خ دردشت,4,1,"8,000,000,000 تومان","90,909,000 تومان",20,4,88,2,1,هایگلاس,ايراني فرنگي,سراميک,ندارد,دارد,دارد,ندارد,کولر ,20,مسکونی,سنگ,شخصي,شمالی
294,1404/07/14,10736165,آپارتمان,مخفی,,تهران نو امامت خ حافظ,5,1,"9,000,000,000 تومان","105,882,000 تومان",10,2,85,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر پکیج ,10,تخلیه,سنگ,شخصي,جنوبی
295,1404/07/12,10253830,آپارتمان,مخفی,,شهرك غرب بلوار دریا,4,1,"21,120,000,000 تومان","220,000,000 تومان",15,1,96,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور حیاط پکیج گاز ,15,تخلیه,سنگ,شخصي,شمالی
296,1404/07/12,10273318,آپارتمان,مخفی,,شهرآرا نرسیده به خ هفدهم,4,1,"13,500,000,000 تومان","155,172,000 تومان",17,1,87,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,17,مسکونی,سنگ,شخصي,جنوبی
